Total Return,Annual Return,Volatility,Sharpe,Sortino,Max Drawdown,Calmar
19.279133298865716,0.3950120753165755,0.2307890239492184,1.4949241060635978,2.740892890196666,-0.2533087403676354,1.5594095756162276
