Date,z_score,long,short,exit
2019-03-13,1.7430798546258701,False,False,False
2019-03-14,1.565699909351869,False,False,False
2019-03-15,1.5084832686140572,False,False,False
2019-03-18,1.9185046930698102,False,False,False
2019-03-19,1.7301047331779689,False,False,False
2019-03-20,1.9212867104956808,False,False,False
2019-03-22,2.3159411883565526,False,True,False
2019-03-25,2.092513365777478,False,True,False
2019-03-26,1.9260628923941654,False,False,False
2019-03-27,1.8027280896784559,False,False,False
2019-03-28,1.4416040374467225,False,False,False
2019-04-01,0.09722294904387696,False,False,True
2019-04-02,0.2615314262222246,False,False,False
2019-04-03,-0.5946605247784049,False,False,False
2019-04-04,-0.5607161312395572,False,False,False
2019-04-05,-0.259750383496566,False,False,False
2019-04-08,-0.623425923184084,False,False,False
2019-04-09,-0.7544682291872544,False,False,False
2019-04-10,-0.6553396753972178,False,False,False
2019-04-11,-0.6680798299629919,False,False,False
2019-04-12,-1.031847115731315,False,False,False
2019-04-15,-1.114532352784132,False,False,False
2019-04-16,-1.5723247597310503,False,False,False
2019-04-18,-1.7204696121813174,False,False,False
2019-04-22,-1.7224331913240665,False,False,False
2019-04-23,-0.7249144690634352,False,False,False
2019-04-24,-0.4371623327424721,False,False,False
2019-04-25,-0.14527323220671842,False,False,True
2019-04-26,0.08903352796722878,False,False,True
2019-04-30,0.8653358230123355,False,False,False
2019-05-02,0.9625130133925801,False,False,False
2019-05-03,0.6679412336026023,False,False,False
2019-05-06,0.6571554371904487,False,False,False
2019-05-07,0.6753614631789685,False,False,False
2019-05-08,0.848697027080574,False,False,False
2019-05-09,0.942087674939588,False,False,False
2019-05-10,0.8790135366939907,False,False,False
2019-05-13,-0.05462984551985938,False,False,True
2019-05-14,0.18235906087860607,False,False,True
2019-05-15,1.1115639370469308,False,False,False
2019-05-16,1.3689069820630602,False,False,False
2019-05-17,0.9006504578598864,False,False,False
2019-05-20,-0.39594157379137646,False,False,False
2019-05-21,0.14928199080989746,False,False,True
2019-05-22,0.29806628858207584,False,False,False
2019-05-23,-0.5478240917493131,False,False,False
2019-05-24,-0.7899685881489987,False,False,False
2019-05-27,-0.642424655283162,False,False,False
2019-05-28,-0.6536813141345732,False,False,False
2019-05-29,-0.268606079158874,False,False,False
2019-05-30,-0.586959915878529,False,False,False
2019-05-31,-0.5518917903547748,False,False,False
2019-06-03,-1.1604349160933365,False,False,False
2019-06-04,-1.1886895148557006,False,False,False
2019-06-06,-0.8853384878715732,False,False,False
2019-06-07,-0.7727116780640315,False,False,False
2019-06-10,-0.7387817702033561,False,False,False
2019-06-11,-0.7475021211132651,False,False,False
2019-06-12,-0.24350398366138493,False,False,False
2019-06-13,0.07624926880520864,False,False,True
2019-06-14,-0.06522648164629083,False,False,True
2019-06-17,0.5823667448224541,False,False,False
2019-06-18,1.1533657671545057,False,False,False
2019-06-19,1.2583607833004522,False,False,False
2019-06-20,0.49879904759803745,False,False,False
2019-06-21,1.266937592761196,False,False,False
2019-06-24,0.6459564807442505,False,False,False
2019-06-25,0.4382650524604087,False,False,False
2019-06-26,0.7024812761047602,False,False,False
2019-06-27,1.0137995272328548,False,False,False
2019-06-28,0.5121408261481396,False,False,False
2019-07-01,1.0663707280391188,False,False,False
2019-07-02,1.2537244455044132,False,False,False
2019-07-03,0.9017568277540122,False,False,False
2019-07-04,0.9788438989241293,False,False,False
2019-07-05,1.6207432472266834,False,False,False
2019-07-08,2.405493040973948,False,True,False
2019-07-09,2.6251775577058685,False,True,False
2019-07-10,2.3139910872049856,False,True,False
2019-07-11,2.0084644513983334,False,True,False
2019-07-12,2.082300584709315,False,True,False
2019-07-15,1.5161266066870565,False,False,False
2019-07-16,1.337871493316804,False,False,False
2019-07-17,1.18111619286768,False,False,False
2019-07-18,1.923884486908753,False,False,False
2019-07-19,1.7294857460466257,False,False,False
2019-07-22,0.6257135723765661,False,False,False
2019-07-23,0.7837535915371833,False,False,False
2019-07-24,0.7199697957165315,False,False,False
2019-07-25,0.7967620365474468,False,False,False
2019-07-26,1.1725155889584935,False,False,False
2019-07-29,1.4863457262416218,False,False,False
2019-07-30,1.4726750173539016,False,False,False
2019-07-31,1.6909827223306808,False,False,False
2019-08-01,1.4035446510138774,False,False,False
2019-08-02,1.1778186915452962,False,False,False
2019-08-05,0.9321005124865193,False,False,False
2019-08-06,0.6658381463119262,False,False,False
2019-08-07,0.4621524793508728,False,False,False
2019-08-08,0.24224864247168287,False,False,False
2019-08-09,0.07289961579361208,False,False,True
2019-08-13,0.44994593938765437,False,False,False
2019-08-14,0.07166167062005088,False,False,True
2019-08-16,-0.5248941954307742,False,False,False
2019-08-19,-0.7407995647375518,False,False,False
2019-08-20,-1.8273401292530624,False,False,False
2019-08-21,-1.860610231947155,False,False,False
2019-08-22,-2.060494731530008,True,False,False
2019-08-23,-2.234023322497612,True,False,False
2019-08-26,-2.0407283724861816,True,False,False
2019-08-27,-1.7778306213292578,False,False,False
2019-08-28,-0.9973651147556438,False,False,False
2019-08-29,-0.8874595412738586,False,False,False
2019-08-30,-1.1354827598864787,False,False,False
2019-09-03,-1.2056858598205342,False,False,False
2019-09-04,-0.5568750430073587,False,False,False
2019-09-05,-0.9754102906648564,False,False,False
2019-09-06,-1.304321251594981,False,False,False
2019-09-09,-1.8972224452714235,False,False,False
2019-09-11,-2.1531340322024057,True,False,False
2019-09-12,-1.6372351773681757,False,False,False
2019-09-13,-1.7453372836517649,False,False,False
2019-09-16,-1.520105096659141,False,False,False
2019-09-17,-0.9034270552296476,False,False,False
2019-09-18,-0.9245584971064068,False,False,False
2019-09-19,-0.6898962780269723,False,False,False
2019-09-20,-1.3068542330719473,False,False,False
2019-09-23,-1.3875850304787936,False,False,False
2019-09-24,-2.056278927331322,True,False,False
2019-09-25,-1.4060671468811101,False,False,False
2019-09-26,-1.772253645132513,False,False,False
2019-09-27,-1.54401277646274,False,False,False
2019-09-30,-1.3537741452357923,False,False,False
2019-10-01,-1.4417367976333886,False,False,False
2019-10-03,-1.1082611169329715,False,False,False
2019-10-04,-0.949915447267993,False,False,False
2019-10-07,-0.8692398246035672,False,False,False
2019-10-09,-0.9519917635118624,False,False,False
2019-10-10,-0.7223364722933259,False,False,False
2019-10-11,-0.8646092645989507,False,False,False
2019-10-14,-1.093398749091107,False,False,False
2019-10-15,-1.0528920069423098,False,False,False
2019-10-16,-0.9801064039851749,False,False,False
